,tic_p3,filename,anomaly_score_p3,tic_p9,anomaly_score_p9,is_toi,importance_score,normalized_score,score_sum,score_weighted_root_sum,score_sum_norm,score_weighted_root_sumnorm,matched_label,label_group,similarity_score
31,25375553.0,tess2018206045859-s0001-0000000025375553-0120-s_lc.fits,0.0060240963855421,25375553.0,0.1265060240963855,True,4430828.5937206205,0.07070206871430963,0.10240963855421682,0.13322741275108704,0.0980471928397071,0.07217865087992668,PM*,stellar,0.6120367947505196
32,25375915.0,tess2018206045859-s0001-0000000025375915-0120-s_lc.fits,0.0080321285140563,25375915.0,0.1325301204819277,False,,,0.10763052208835343,0.14450708754708014,0.1033360455655005,0.08432899701773265,outlier,outlier,0.5057666949757637
33,29189156.0,tess2018206045859-s0001-0000000029189156-0120-s_lc.fits,0.0080321285140561,29189156.0,0.1204819277108434,False,,,0.09799196787148595,0.14111872784177712,0.09357200976403587,0.08067909185615381,outlier,outlier,0.5422938145656084
34,29257288.0,tess2018206045859-s0001-0000000029257288-0120-s_lc.fits,0.0080321285140563,29257288.0,0.0903614457831325,False,,,0.07389558232931727,0.13181807559593084,0.06916192026037436,0.07066052783385256,outlier,outlier,0.39430526664362564
35,29260474.0,tess2018206045859-s0001-0000000029260474-0120-s_lc.fits,0.0040160642570282,29260474.0,0.0120481927710843,False,,,0.010441767068273081,0.07265079203989683,0.0048820179007323695,0.006926157096949367,PM*,stellar,0.7734366320025243
36,29284027.0,tess2018206045859-s0001-0000000029284027-0120-s_lc.fits,0.0100401606425701,29284027.0,0.1265060240963855,False,,,0.10321285140562243,0.1512958523002003,0.09886086248982914,0.09164178245617881,**,binary_star,0.6141319592291212
37,29287204.0,tess2018206045859-s0001-0000000029287204-0120-s_lc.fits,0.0060240963855421,29287204.0,0.0301204819277108,False,,,0.02530120481927706,0.0968025487815374,0.019934906427990264,0.03294217347636351,PM*,stellar,0.8555552314990444
38,29344935.0,tess2018206045859-s0001-0000000029344935-0120-s_lc.fits,0.0060240963855421,29344935.0,0.0481927710843373,True,1656596.082394787,0.026427906066605215,0.03975903614457827,0.1059977460523824,0.034580960130187174,0.04284714251730283,outlier,outlier,0.48812961229471585
39,29346756.0,tess2018206045859-s0001-0000000029346756-0120-s_lc.fits,0.0060240963855421,29346756.0,0.0120481927710843,False,,,0.010843373493975862,0.0840448940544443,0.005288852725793365,0.019199763021776478,PM*,stellar,0.6544273199695225
40,29390897.0,tess2018206045859-s0001-0000000029390897-0120-s_lc.fits,0.004016064257028,29390897.0,0.0240963855421686,False,,,0.020080321285140482,0.08174396107021079,0.014646053702196904,0.016721222398578428,outlier,outlier,0.3923729596159381
