tic,filename,anomaly_score
3804313,tess2018263035959-s0003-0000000003804313-0123-s_lc.fits,0.048192771084337394
3804928,tess2018263035959-s0003-0000000003804928-0123-s_lc.fits,0.04216867469879515
3805191,tess2018263035959-s0003-0000000003805191-0123-s_lc.fits,0.012048192771084376
3804499,tess2018263035959-s0003-0000000003804499-0123-s_lc.fits,0.008032128514056325
3805401,tess2018263035959-s0003-0000000003805401-0123-s_lc.fits,0.07429718875502012
3805444,tess2018263035959-s0003-0000000003805444-0123-s_lc.fits,0.11044176706827313
3805456,tess2018263035959-s0003-0000000003805456-0123-s_lc.fits,0.0
3805766,tess2018263035959-s0003-0000000003805766-0123-s_lc.fits,0.012048192771084376
3805996,tess2018263035959-s0003-0000000003805996-0123-s_lc.fits,0.03614457831325302
3806094,tess2018263035959-s0003-0000000003806094-0123-s_lc.fits,0.0
3809763,tess2018263035959-s0003-0000000003809763-0123-s_lc.fits,0.012048192771084376
3806602,tess2018263035959-s0003-0000000003806602-0123-s_lc.fits,0.0
3810130,tess2018263035959-s0003-0000000003810130-0123-s_lc.fits,0.04216867469879515
3810734,tess2018263035959-s0003-0000000003810734-0123-s_lc.fits,0.12449799196787159
3810543,tess2018263035959-s0003-0000000003810543-0123-s_lc.fits,0.030120481927710885
3810779,tess2018263035959-s0003-0000000003810779-0123-s_lc.fits,0.01807228915662651
3811238,tess2018263035959-s0003-0000000003811238-0123-s_lc.fits,0.02409638554216864
3811504,tess2018263035959-s0003-0000000003811504-0123-s_lc.fits,0.0
3811573,tess2018263035959-s0003-0000000003811573-0123-s_lc.fits,0.0
3811891,tess2018263035959-s0003-0000000003811891-0123-s_lc.fits,0.0
3811994,tess2018263035959-s0003-0000000003811994-0123-s_lc.fits,0.0060240963855421326
None,tess2018263035959-s0003-0000000003815360-0123-s_lc.fits,None
3814749,tess2018263035959-s0003-0000000003814749-0123-s_lc.fits,0.028112449799196693
3814944,tess2018263035959-s0003-0000000003814944-0123-s_lc.fits,0.004016064257028273
3815555,tess2018263035959-s0003-0000000003815555-0123-s_lc.fits,0.0
3815618,tess2018263035959-s0003-0000000003815618-0123-s_lc.fits,0.13855421686746983
3815678,tess2018263035959-s0003-0000000003815678-0123-s_lc.fits,0.01606425702811254
3816082,tess2018263035959-s0003-0000000003816082-0123-s_lc.fits,0.012048192771084376
3816118,tess2018263035959-s0003-0000000003816118-0123-s_lc.fits,0.048192771084337394
3816149,tess2018263035959-s0003-0000000003816149-0123-s_lc.fits,0.0
3816260,tess2018263035959-s0003-0000000003816260-0123-s_lc.fits,0.8634538152610441
3816804,tess2018263035959-s0003-0000000003816804-0123-s_lc.fits,0.032128514056224966
3816310,tess2018263035959-s0003-0000000003816310-0123-s_lc.fits,0.012048192771084376
3816966,tess2018263035959-s0003-0000000003816966-0123-s_lc.fits,0.01807228915662651
3817140,tess2018263035959-s0003-0000000003817140-0123-s_lc.fits,0.0
3817250,tess2018263035959-s0003-0000000003817250-0123-s_lc.fits,0.02409638554216864
3817273,tess2018263035959-s0003-0000000003817273-0123-s_lc.fits,0.02409638554216864
3836148,tess2018263035959-s0003-0000000003836148-0123-s_lc.fits,0.0
3836364,tess2018263035959-s0003-0000000003836364-0123-s_lc.fits,0.0
3836541,tess2018263035959-s0003-0000000003836541-0123-s_lc.fits,0.008032128514056325
3837033,tess2018263035959-s0003-0000000003837033-0123-s_lc.fits,0.056224899598393496
3837071,tess2018263035959-s0003-0000000003837071-0123-s_lc.fits,0.03614457831325302
3837491,tess2018263035959-s0003-0000000003837491-0123-s_lc.fits,0.012048192771084376
3837565,tess2018263035959-s0003-0000000003837565-0123-s_lc.fits,0.012048192771084376
3837613,tess2018263035959-s0003-0000000003837613-0123-s_lc.fits,0.09236947791164651
3837741,tess2018263035959-s0003-0000000003837741-0123-s_lc.fits,0.28915662650602414
3838130,tess2018263035959-s0003-0000000003838130-0123-s_lc.fits,0.11847389558232946
3838194,tess2018263035959-s0003-0000000003838194-0123-s_lc.fits,0.05823293172690758
