tic,filename,anomaly_score
2733611,tess2018234235059-s0002-0000000002733611-0121-s_lc.fits,0.018928571428571406
2760339,tess2018234235059-s0002-0000000002760339-0121-s_lc.fits,0.06666666666666654
2759628,tess2018234235059-s0002-0000000002759628-0121-s_lc.fits,0.042766414141414244
2733208,tess2018234235059-s0002-0000000002733208-0121-s_lc.fits,0.035388888888888914
2760102,tess2018234235059-s0002-0000000002760102-0121-s_lc.fits,0.04427380952380944
2761472,tess2018234235059-s0002-0000000002761472-0121-s_lc.fits,0.0
2733409,tess2018234235059-s0002-0000000002733409-0121-s_lc.fits,0.05278027528027507
2760710,tess2018234235059-s0002-0000000002760710-0121-s_lc.fits,0.049474206349206296
2760718,tess2018234235059-s0002-0000000002760718-0121-s_lc.fits,0.048081252081252024
2758909,tess2018234235059-s0002-0000000002758909-0121-s_lc.fits,0.052440476190476315
2760232,tess2018234235059-s0002-0000000002760232-0121-s_lc.fits,0.007916666666666683
2759686,tess2018234235059-s0002-0000000002759686-0121-s_lc.fits,0.04561507936507936
2733720,tess2018234235059-s0002-0000000002733720-0121-s_lc.fits,0.04170995670995681
2758962,tess2018234235059-s0002-0000000002758962-0121-s_lc.fits,0.028871794871795142
2733520,tess2018234235059-s0002-0000000002733520-0121-s_lc.fits,0.046904761904761894
2761086,tess2018234235059-s0002-0000000002761086-0121-s_lc.fits,0.0272481962481963
2761597,tess2018234235059-s0002-0000000002761597-0121-s_lc.fits,0.023607503607503633
2761897,tess2018234235059-s0002-0000000002761897-0121-s_lc.fits,0.013857142857143012
2761836,tess2018234235059-s0002-0000000002761836-0121-s_lc.fits,0.07537106765783252
2762303,tess2018234235059-s0002-0000000002762303-0121-s_lc.fits,0.02810606060606058
2835989,tess2018234235059-s0002-0000000002835989-0121-s_lc.fits,0.039495670995671084
2761911,tess2018234235059-s0002-0000000002761911-0121-s_lc.fits,0.07476312576312583
2836713,tess2018234235059-s0002-0000000002836713-0121-s_lc.fits,0.05031818181818182
2762652,tess2018234235059-s0002-0000000002762652-0121-s_lc.fits,0.058083333333333376
2762148,tess2018234235059-s0002-0000000002762148-0121-s_lc.fits,0.08302197802197808
2763236,tess2018234235059-s0002-0000000002763236-0121-s_lc.fits,0.06233702408702402
4579916,tess2018234235059-s0002-0000000004579916-0121-s_lc.fits,0.036660173160173226
2763177,tess2018234235059-s0002-0000000002763177-0121-s_lc.fits,0.019383838383838614
4582570,tess2018234235059-s0002-0000000004582570-0121-s_lc.fits,0.06073232323232314
2835867,tess2018234235059-s0002-0000000002835867-0121-s_lc.fits,0.022012820512820497
2835941,tess2018234235059-s0002-0000000002835941-0121-s_lc.fits,0.021309523809523778
4582469,tess2018234235059-s0002-0000000004582469-0121-s_lc.fits,0.057083333333333375
4602717,tess2018234235059-s0002-0000000004602717-0121-s_lc.fits,0.041854978354978534
4611069,tess2018234235059-s0002-0000000004611069-0121-s_lc.fits,0.034499999999999975
5631575,tess2018234235059-s0002-0000000005631575-0121-s_lc.fits,0.03778571428571442
4619738,tess2018234235059-s0002-0000000004619738-0121-s_lc.fits,0.043216450216450375
5611236,tess2018234235059-s0002-0000000005611236-0121-s_lc.fits,0.041890692640692784
5611068,tess2018234235059-s0002-0000000005611068-0121-s_lc.fits,0.013787878787878904
5632152,tess2018234235059-s0002-0000000005632152-0121-s_lc.fits,0.03215277777777781
